# BEGIN DATA
Process=pp -> e~vj + ev~j
3.000000e+03 6.500000e+03 -6.870433e-02 -1.249620e-01 -1.249620e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_78
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 1.478556e-04 5.512253e-03 5.512253e-03
4.000000e+01 5.000000e+01 1.708700e-04 6.860889e-03 6.860889e-03
5.000000e+01 6.000000e+01 1.667135e-04 7.065990e-03 7.065990e-03
6.000000e+01 7.000000e+01 1.729608e-04 7.340340e-03 7.340340e-03
7.000000e+01 8.000000e+01 1.779902e-04 9.382829e-03 9.382829e-03
8.000000e+01 9.000000e+01 1.737936e-04 1.079254e-02 1.079254e-02
9.000000e+01 1.000000e+02 1.721212e-04 1.054618e-02 1.054618e-02
1.000000e+02 1.100000e+02 2.027456e-04 1.473733e-02 1.473733e-02
1.100000e+02 1.200000e+02 2.019284e-04 1.829174e-02 1.829174e-02
1.200000e+02 1.300000e+02 2.055757e-04 5.653946e-02 5.653946e-02
1.300000e+02 1.400000e+02 1.836667e-04 7.291017e-02 7.291017e-02
1.400000e+02 1.500000e+02 2.353741e-04 2.073179e-02 2.073179e-02
1.500000e+02 2.000000e+02 2.325599e-04 5.544226e-03 5.544226e-03
2.000000e+02 2.500000e+02 2.830180e-04 4.541344e-03 4.541344e-03
2.500000e+02 3.000000e+02 3.338069e-04 5.793451e-03 5.793451e-03
3.000000e+02 3.500000e+02 4.495701e-04 9.001196e-03 9.001196e-03
3.500000e+02 4.000000e+02 4.784764e-04 1.031730e-02 1.031730e-02
4.000000e+02 4.500000e+02 5.667163e-04 8.977805e-03 8.977805e-03
4.500000e+02 5.000000e+02 6.574514e-04 1.041800e-02 1.041800e-02
5.000000e+02 5.500000e+02 7.258956e-04 1.184186e-02 1.184186e-02
5.500000e+02 6.000000e+02 8.282820e-04 1.245174e-02 1.245174e-02
6.000000e+02 6.500000e+02 9.588133e-04 1.426184e-02 1.426184e-02
6.500000e+02 7.000000e+02 1.148203e-03 1.496087e-02 1.496087e-02
7.000000e+02 7.500000e+02 1.367043e-03 1.740969e-02 1.740969e-02
7.500000e+02 8.000000e+02 1.375632e-03 1.954051e-02 1.954051e-02
8.000000e+02 8.500000e+02 1.559349e-03 2.019550e-02 2.019550e-02
8.500000e+02 9.000000e+02 1.814669e-03 2.182232e-02 2.182232e-02
9.000000e+02 9.500000e+02 2.002924e-03 2.428056e-02 2.428056e-02
9.500000e+02 1.000000e+03 2.386193e-03 2.699773e-02 2.699773e-02
1.000000e+03 1.100000e+03 2.690194e-03 2.082043e-02 2.082043e-02
1.100000e+03 1.200000e+03 2.967449e-03 2.426699e-02 2.426699e-02
1.200000e+03 1.300000e+03 3.756548e-03 2.703178e-02 2.703178e-02
1.300000e+03 1.400000e+03 4.165327e-03 3.086849e-02 3.086849e-02
1.400000e+03 1.600000e+03 5.642176e-03 2.721935e-02 2.721935e-02
1.600000e+03 1.800000e+03 7.199660e-03 3.658638e-02 3.658638e-02
1.800000e+03 2.000000e+03 9.873541e-03 4.325462e-02 4.325462e-02
2.000000e+03 2.200000e+03 1.217954e-02 5.950023e-02 5.950023e-02
2.200000e+03 2.400000e+03 1.600464e-02 5.636698e-02 5.636698e-02
2.400000e+03 2.600000e+03 1.944548e-02 7.292267e-02 7.292267e-02
2.600000e+03 2.800000e+03 1.944131e-02 9.358345e-02 9.358345e-02
2.800000e+03 3.000000e+03 2.718338e-02 1.116944e-01 1.116944e-01
3.000000e+03 6.500000e+03 2.960633e-02 1.261596e-01 1.261596e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_79
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -2.570194e-04 -5.512063e-03 -5.512063e-03
4.000000e+01 5.000000e+01 -2.633221e-04 -6.860228e-03 -6.860228e-03
5.000000e+01 6.000000e+01 -2.902093e-04 -7.064738e-03 -7.064738e-03
6.000000e+01 7.000000e+01 -2.897322e-04 -7.338743e-03 -7.338743e-03
7.000000e+01 8.000000e+01 -2.866419e-04 -9.380881e-03 -9.380881e-03
8.000000e+01 9.000000e+01 -2.975961e-04 -1.079098e-02 -1.079098e-02
9.000000e+01 1.000000e+02 -3.187576e-04 -1.054418e-02 -1.054418e-02
1.000000e+02 1.100000e+02 -3.286528e-04 -1.473420e-02 -1.473420e-02
1.100000e+02 1.200000e+02 -3.265147e-04 -1.828798e-02 -1.828798e-02
1.200000e+02 1.300000e+02 -3.445873e-04 -5.654294e-02 -5.654294e-02
1.300000e+02 1.400000e+02 -3.189148e-04 -7.291567e-02 -7.291567e-02
1.400000e+02 1.500000e+02 -3.751942e-04 -2.073296e-02 -2.073296e-02
1.500000e+02 2.000000e+02 -3.517118e-04 -5.546321e-03 -5.546321e-03
2.000000e+02 2.500000e+02 -3.944735e-04 -4.540751e-03 -4.540751e-03
2.500000e+02 3.000000e+02 -4.177432e-04 -5.792335e-03 -5.792335e-03
3.000000e+02 3.500000e+02 -4.441153e-04 -8.997566e-03 -8.997566e-03
3.500000e+02 4.000000e+02 -5.008757e-04 -1.030821e-02 -1.030821e-02
4.000000e+02 4.500000e+02 -4.997582e-04 -8.975672e-03 -8.975672e-03
4.500000e+02 5.000000e+02 -5.101548e-04 -1.041525e-02 -1.041525e-02
5.000000e+02 5.500000e+02 -5.712260e-04 -1.183824e-02 -1.183824e-02
5.500000e+02 6.000000e+02 -5.621534e-04 -1.244773e-02 -1.244773e-02
6.000000e+02 6.500000e+02 -6.439340e-04 -1.425704e-02 -1.425704e-02
6.500000e+02 7.000000e+02 -6.998155e-04 -1.495516e-02 -1.495516e-02
7.000000e+02 7.500000e+02 -7.269469e-04 -1.740132e-02 -1.740132e-02
7.500000e+02 8.000000e+02 -7.839709e-04 -1.953029e-02 -1.953029e-02
8.000000e+02 8.500000e+02 -8.069854e-04 -2.018458e-02 -2.018458e-02
8.500000e+02 9.000000e+02 -9.066193e-04 -2.180892e-02 -2.180892e-02
9.000000e+02 9.500000e+02 -9.413365e-04 -2.426384e-02 -2.426384e-02
9.500000e+02 1.000000e+03 -9.764522e-04 -2.697761e-02 -2.697761e-02
1.000000e+03 1.100000e+03 -1.215689e-03 -2.080305e-02 -2.080305e-02
1.100000e+03 1.200000e+03 -1.464158e-03 -2.424179e-02 -2.424179e-02
1.200000e+03 1.300000e+03 -1.874002e-03 -2.699621e-02 -2.699621e-02
1.300000e+03 1.400000e+03 -1.967154e-03 -3.082448e-02 -3.082448e-02
1.400000e+03 1.600000e+03 -2.639198e-03 -2.716987e-02 -2.716987e-02
1.600000e+03 1.800000e+03 -3.903615e-03 -3.648190e-02 -3.648190e-02
1.800000e+03 2.000000e+03 -5.856846e-03 -4.311729e-02 -4.311729e-02
2.000000e+03 2.200000e+03 -6.829208e-03 -5.930763e-02 -5.930763e-02
2.200000e+03 2.400000e+03 -1.175926e-02 -5.602265e-02 -5.602265e-02
2.400000e+03 2.600000e+03 -1.571029e-02 -7.247178e-02 -7.247178e-02
2.600000e+03 2.800000e+03 -2.392448e-02 -9.296434e-02 -9.296434e-02
2.800000e+03 3.000000e+03 -3.216113e-02 -1.106930e-01 -1.106930e-01
3.000000e+03 6.500000e+03 -7.188668e-02 -1.244411e-01 -1.244411e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_80
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 1.001896e-03 5.514624e-03 5.514624e-03
4.000000e+01 5.000000e+01 1.075799e-03 6.863887e-03 6.863887e-03
5.000000e+01 6.000000e+01 1.123477e-03 7.069183e-03 7.069183e-03
6.000000e+01 7.000000e+01 1.183962e-03 7.342879e-03 7.342879e-03
7.000000e+01 8.000000e+01 1.243549e-03 9.385982e-03 9.385982e-03
8.000000e+01 9.000000e+01 1.292594e-03 1.079631e-02 1.079631e-02
9.000000e+01 1.000000e+02 1.334051e-03 1.055023e-02 1.055023e-02
1.000000e+02 1.100000e+02 1.384685e-03 1.474246e-02 1.474246e-02
1.100000e+02 1.200000e+02 1.420450e-03 1.829865e-02 1.829865e-02
1.200000e+02 1.300000e+02 1.460020e-03 5.656377e-02 5.656377e-02
1.300000e+02 1.400000e+02 1.499149e-03 7.294170e-02 7.294170e-02
1.400000e+02 1.500000e+02 1.513547e-03 2.074527e-02 2.074527e-02
1.500000e+02 2.000000e+02 1.635621e-03 5.549511e-03 5.549511e-03
2.000000e+02 2.500000e+02 1.764635e-03 4.543677e-03 4.543677e-03
2.500000e+02 3.000000e+02 1.880984e-03 5.796603e-03 5.796603e-03
3.000000e+02 3.500000e+02 1.979679e-03 9.006322e-03 9.006322e-03
3.500000e+02 4.000000e+02 2.066865e-03 1.032371e-02 1.032371e-02
4.000000e+02 4.500000e+02 2.145894e-03 8.983114e-03 8.983114e-03
4.500000e+02 5.000000e+02 2.214936e-03 1.042400e-02 1.042400e-02
5.000000e+02 5.500000e+02 2.274229e-03 1.184920e-02 1.184920e-02
5.500000e+02 6.000000e+02 2.322743e-03 1.245839e-02 1.245839e-02
6.000000e+02 6.500000e+02 2.377238e-03 1.426962e-02 1.426962e-02
6.500000e+02 7.000000e+02 2.405095e-03 1.496840e-02 1.496840e-02
7.000000e+02 7.500000e+02 2.423226e-03 1.741725e-02 1.741725e-02
7.500000e+02 8.000000e+02 2.526932e-03 1.954946e-02 1.954946e-02
8.000000e+02 8.500000e+02 2.432400e-03 2.020344e-02 2.020344e-02
8.500000e+02 9.000000e+02 2.453816e-03 2.182998e-02 2.182998e-02
9.000000e+02 9.500000e+02 2.441893e-03 2.428844e-02 2.428844e-02
9.500000e+02 1.000000e+03 2.376037e-03 2.700471e-02 2.700471e-02
1.000000e+03 1.100000e+03 2.336753e-03 2.082518e-02 2.082518e-02
1.100000e+03 1.200000e+03 2.335585e-03 2.427048e-02 2.427048e-02
1.200000e+03 1.300000e+03 2.036666e-03 2.702732e-02 2.702732e-02
1.300000e+03 1.400000e+03 1.916595e-03 3.086097e-02 3.086097e-02
1.400000e+03 1.600000e+03 1.724308e-03 2.720227e-02 2.720227e-02
1.600000e+03 1.800000e+03 1.246939e-03 3.653731e-02 3.653731e-02
1.800000e+03 2.000000e+03 1.287775e-03 4.320031e-02 4.320031e-02
2.000000e+03 2.200000e+03 1.684735e-03 5.945008e-02 5.945008e-02
2.200000e+03 2.400000e+03 2.356281e-03 5.620535e-02 5.620535e-02
2.400000e+03 2.600000e+03 5.955251e-03 7.276310e-02 7.276310e-02
2.600000e+03 2.800000e+03 1.004342e-02 9.348682e-02 9.348682e-02
2.800000e+03 3.000000e+03 1.569101e-02 1.114221e-01 1.114221e-01
3.000000e+03 6.500000e+03 4.913512e-02 1.262245e-01 1.262245e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_81
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -2.653265e-05 -5.512377e-03 -5.512377e-03
4.000000e+01 5.000000e+01 -7.594909e-06 -6.861232e-03 -6.861232e-03
5.000000e+01 6.000000e+01 -2.001139e-05 -7.066283e-03 -7.066283e-03
6.000000e+01 7.000000e+01 1.451421e-06 7.339958e-03 7.339958e-03
7.000000e+01 8.000000e+01 -3.254231e-06 -9.382499e-03 -9.382499e-03
8.000000e+01 9.000000e+01 7.668532e-06 1.079214e-02 1.079214e-02
9.000000e+01 1.000000e+02 6.307338e-06 1.054569e-02 1.054569e-02
1.000000e+02 1.100000e+02 -2.044166e-05 -1.473525e-02 -1.473525e-02
1.100000e+02 1.200000e+02 4.646489e-05 1.828946e-02 1.828946e-02
1.200000e+02 1.300000e+02 -1.834788e-05 -5.654683e-02 -5.654683e-02
1.300000e+02 1.400000e+02 1.002110e-04 7.292126e-02 7.292126e-02
1.400000e+02 1.500000e+02 6.688966e-06 2.073177e-02 2.073177e-02
1.500000e+02 2.000000e+02 4.954336e-05 5.544776e-03 5.544776e-03
2.000000e+02 2.500000e+02 9.615903e-05 4.541599e-03 4.541599e-03
2.500000e+02 3.000000e+02 1.139029e-04 5.793694e-03 5.793694e-03
3.000000e+02 3.500000e+02 1.606955e-04 9.002613e-03 9.002613e-03
3.500000e+02 4.000000e+02 2.069635e-04 1.032127e-02 1.032127e-02
4.000000e+02 4.500000e+02 2.467711e-04 8.977381e-03 8.977381e-03
4.500000e+02 5.000000e+02 2.853629e-04 1.041813e-02 1.041813e-02
5.000000e+02 5.500000e+02 3.025483e-04 1.184237e-02 1.184237e-02
5.500000e+02 6.000000e+02 4.015141e-04 1.245132e-02 1.245132e-02
6.000000e+02 6.500000e+02 3.765719e-04 1.426128e-02 1.426128e-02
6.500000e+02 7.000000e+02 4.159035e-04 1.496020e-02 1.496020e-02
7.000000e+02 7.500000e+02 4.684584e-04 1.740776e-02 1.740776e-02
7.500000e+02 8.000000e+02 5.951913e-04 1.953800e-02 1.953800e-02
8.000000e+02 8.500000e+02 5.319071e-04 2.019287e-02 2.019287e-02
8.500000e+02 9.000000e+02 6.293535e-04 2.181874e-02 2.181874e-02
9.000000e+02 9.500000e+02 7.100169e-04 2.427582e-02 2.427582e-02
9.500000e+02 1.000000e+03 6.601683e-04 2.699104e-02 2.699104e-02
1.000000e+03 1.100000e+03 8.864815e-04 2.081487e-02 2.081487e-02
1.100000e+03 1.200000e+03 9.244995e-04 2.425877e-02 2.425877e-02
1.200000e+03 1.300000e+03 9.242682e-04 2.701921e-02 2.701921e-02
1.300000e+03 1.400000e+03 9.926288e-04 3.085188e-02 3.085188e-02
1.400000e+03 1.600000e+03 1.133944e-03 2.719753e-02 2.719753e-02
1.600000e+03 1.800000e+03 8.222680e-04 3.654389e-02 3.654389e-02
1.800000e+03 2.000000e+03 1.597222e-04 4.320278e-02 4.320278e-02
2.000000e+03 2.200000e+03 3.975806e-04 5.941347e-02 5.941347e-02
2.200000e+03 2.400000e+03 -2.476427e-03 -5.617473e-02 -5.617473e-02
2.400000e+03 2.600000e+03 -3.215526e-03 -7.265984e-02 -7.265984e-02
2.600000e+03 2.800000e+03 -3.862661e-03 -9.329737e-02 -9.329737e-02
2.800000e+03 3.000000e+03 -1.058268e-02 -1.111384e-01 -1.111384e-01
3.000000e+03 6.500000e+03 -2.150490e-02 -1.254082e-01 -1.254082e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_82
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 3.969181e-04 5.513276e-03 5.513276e-03
4.000000e+01 5.000000e+01 4.146039e-04 6.862119e-03 6.862119e-03
5.000000e+01 6.000000e+01 4.372353e-04 7.067226e-03 7.067226e-03
6.000000e+01 7.000000e+01 4.524709e-04 7.340744e-03 7.340744e-03
7.000000e+01 8.000000e+01 4.666097e-04 9.383516e-03 9.383516e-03
8.000000e+01 9.000000e+01 4.901940e-04 1.079337e-02 1.079337e-02
9.000000e+01 1.000000e+02 4.798838e-04 1.054676e-02 1.054676e-02
1.000000e+02 1.100000e+02 5.055325e-04 1.473818e-02 1.473818e-02
1.100000e+02 1.200000e+02 5.290730e-04 1.829323e-02 1.829323e-02
1.200000e+02 1.300000e+02 5.317585e-04 5.654877e-02 5.654877e-02
1.300000e+02 1.400000e+02 5.217180e-04 7.292248e-02 7.292248e-02
1.400000e+02 1.500000e+02 5.158124e-04 2.073835e-02 2.073835e-02
1.500000e+02 2.000000e+02 5.738748e-04 5.546956e-03 5.546956e-03
2.000000e+02 2.500000e+02 6.010233e-04 4.542023e-03 4.542023e-03
2.500000e+02 3.000000e+02 6.175811e-04 5.794185e-03 5.794185e-03
3.000000e+02 3.500000e+02 6.467493e-04 9.000878e-03 9.000878e-03
3.500000e+02 4.000000e+02 6.471313e-04 1.031358e-02 1.031358e-02
4.000000e+02 4.500000e+02 6.603543e-04 8.978698e-03 8.978698e-03
4.500000e+02 5.000000e+02 6.583166e-04 1.041886e-02 1.041886e-02
5.000000e+02 5.500000e+02 7.127933e-04 1.184295e-02 1.184295e-02
5.500000e+02 6.000000e+02 6.832894e-04 1.245162e-02 1.245162e-02
6.000000e+02 6.500000e+02 6.511018e-04 1.426134e-02 1.426134e-02
6.500000e+02 7.000000e+02 6.033910e-04 1.496013e-02 1.496013e-02
7.000000e+02 7.500000e+02 6.721896e-04 1.740715e-02 1.740715e-02
7.500000e+02 8.000000e+02 5.811875e-04 1.953567e-02 1.953567e-02
8.000000e+02 8.500000e+02 6.362678e-04 2.019170e-02 2.019170e-02
8.500000e+02 9.000000e+02 5.287912e-04 2.181715e-02 2.181715e-02
9.000000e+02 9.500000e+02 5.498895e-04 2.427279e-02 2.427279e-02
9.500000e+02 1.000000e+03 6.063685e-04 2.698796e-02 2.698796e-02
1.000000e+03 1.100000e+03 4.387505e-04 2.081133e-02 2.081133e-02
1.100000e+03 1.200000e+03 4.099852e-04 2.425358e-02 2.425358e-02
1.200000e+03 1.300000e+03 3.520548e-04 2.701108e-02 2.701108e-02
1.300000e+03 1.400000e+03 3.230946e-04 3.084002e-02 3.084002e-02
1.400000e+03 1.600000e+03 3.534026e-04 2.718648e-02 2.718648e-02
1.600000e+03 1.800000e+03 1.244491e-04 3.651274e-02 3.651274e-02
1.800000e+03 2.000000e+03 -9.215672e-05 -4.316378e-02 -4.316378e-02
2.000000e+03 2.200000e+03 -4.181711e-04 -5.931257e-02 -5.931257e-02
2.200000e+03 2.400000e+03 -4.727410e-05 -5.612673e-02 -5.612673e-02
2.400000e+03 2.600000e+03 7.311673e-04 7.261506e-02 7.261506e-02
2.600000e+03 2.800000e+03 5.307447e-03 9.331342e-02 9.331342e-02
2.800000e+03 3.000000e+03 6.969885e-03 1.111896e-01 1.111896e-01
3.000000e+03 6.500000e+03 4.095458e-02 1.261166e-01 1.261166e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_83
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -4.516841e-04 -5.510974e-03 -5.510974e-03
4.000000e+01 5.000000e+01 -4.896569e-04 -6.859653e-03 -6.859653e-03
5.000000e+01 6.000000e+01 -4.821669e-04 -7.064936e-03 -7.064936e-03
6.000000e+01 7.000000e+01 -5.067171e-04 -7.338393e-03 -7.338393e-03
7.000000e+01 8.000000e+01 -5.042543e-04 -9.380445e-03 -9.380445e-03
8.000000e+01 9.000000e+01 -5.299032e-04 -1.078998e-02 -1.078998e-02
9.000000e+01 1.000000e+02 -5.509688e-04 -1.054332e-02 -1.054332e-02
1.000000e+02 1.100000e+02 -5.346684e-04 -1.473251e-02 -1.473251e-02
1.100000e+02 1.200000e+02 -5.369597e-04 -1.828503e-02 -1.828503e-02
1.200000e+02 1.300000e+02 -5.821672e-04 -5.653063e-02 -5.653063e-02
1.300000e+02 1.400000e+02 -5.670119e-04 -7.290007e-02 -7.290007e-02
1.400000e+02 1.500000e+02 -5.487901e-04 -2.072628e-02 -2.072628e-02
1.500000e+02 2.000000e+02 -6.076236e-04 -5.542367e-03 -5.542367e-03
2.000000e+02 2.500000e+02 -6.149869e-04 -4.539981e-03 -4.539981e-03
2.500000e+02 3.000000e+02 -6.269847e-04 -5.791728e-03 -5.791728e-03
3.000000e+02 3.500000e+02 -6.107214e-04 -8.997091e-03 -8.997091e-03
3.500000e+02 4.000000e+02 -6.440863e-04 -1.030639e-02 -1.030639e-02
4.000000e+02 4.500000e+02 -6.064265e-04 -8.974402e-03 -8.974402e-03
4.500000e+02 5.000000e+02 -5.966650e-04 -1.041463e-02 -1.041463e-02
5.000000e+02 5.500000e+02 -6.004504e-04 -1.183765e-02 -1.183765e-02
5.500000e+02 6.000000e+02 -6.065328e-04 -1.244635e-02 -1.244635e-02
6.000000e+02 6.500000e+02 -5.588734e-04 -1.425576e-02 -1.425576e-02
6.500000e+02 7.000000e+02 -5.486831e-04 -1.495386e-02 -1.495386e-02
7.000000e+02 7.500000e+02 -4.788473e-04 -1.740065e-02 -1.740065e-02
7.500000e+02 8.000000e+02 -5.180087e-04 -1.952969e-02 -1.952969e-02
8.000000e+02 8.500000e+02 -3.926359e-04 -2.018393e-02 -2.018393e-02
8.500000e+02 9.000000e+02 -4.442345e-04 -2.180883e-02 -2.180883e-02
9.000000e+02 9.500000e+02 -2.669677e-04 -2.426563e-02 -2.426563e-02
9.500000e+02 1.000000e+03 -1.142132e-04 -2.697998e-02 -2.697998e-02
1.000000e+03 1.100000e+03 -6.048895e-05 -2.080559e-02 -2.080559e-02
1.100000e+03 1.200000e+03 8.708913e-05 2.424854e-02 2.424854e-02
1.200000e+03 1.300000e+03 5.243446e-04 2.700851e-02 2.700851e-02
1.300000e+03 1.400000e+03 8.076697e-04 3.084056e-02 3.084056e-02
1.400000e+03 1.600000e+03 1.390407e-03 2.719046e-02 2.719046e-02
1.600000e+03 1.800000e+03 2.356752e-03 3.653238e-02 3.653238e-02
1.800000e+03 2.000000e+03 3.630130e-03 4.318465e-02 4.318465e-02
2.000000e+03 2.200000e+03 4.783557e-03 5.942875e-02 5.942875e-02
2.200000e+03 2.400000e+03 7.400348e-03 5.624109e-02 5.624109e-02
2.400000e+03 2.600000e+03 1.077257e-02 7.278850e-02 7.278850e-02
2.600000e+03 2.800000e+03 1.388324e-02 9.352460e-02 9.352460e-02
2.800000e+03 3.000000e+03 2.168998e-02 1.114883e-01 1.114883e-01
3.000000e+03 6.500000e+03 5.220281e-02 1.263148e-01 1.263148e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_84
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -5.046689e-04 -5.511155e-03 -5.511155e-03
4.000000e+01 5.000000e+01 -5.419954e-04 -6.859577e-03 -6.859577e-03
5.000000e+01 6.000000e+01 -5.739082e-04 -7.064760e-03 -7.064760e-03
6.000000e+01 7.000000e+01 -6.108157e-04 -7.338179e-03 -7.338179e-03
7.000000e+01 8.000000e+01 -6.244692e-04 -9.379999e-03 -9.379999e-03
8.000000e+01 9.000000e+01 -6.649084e-04 -1.078956e-02 -1.078956e-02
9.000000e+01 1.000000e+02 -6.982034e-04 -1.054300e-02 -1.054300e-02
1.000000e+02 1.100000e+02 -7.036043e-04 -1.473229e-02 -1.473229e-02
1.100000e+02 1.200000e+02 -7.384888e-04 -1.828493e-02 -1.828493e-02
1.200000e+02 1.300000e+02 -7.875728e-04 -5.653077e-02 -5.653077e-02
1.300000e+02 1.400000e+02 -7.593927e-04 -7.290015e-02 -7.290015e-02
1.400000e+02 1.500000e+02 -8.365812e-04 -2.072691e-02 -2.072691e-02
1.500000e+02 2.000000e+02 -8.638632e-04 -5.543135e-03 -5.543135e-03
2.000000e+02 2.500000e+02 -9.648579e-04 -4.539758e-03 -4.539758e-03
2.500000e+02 3.000000e+02 -1.059825e-03 -5.791109e-03 -5.791109e-03
3.000000e+02 3.500000e+02 -1.125816e-03 -8.995729e-03 -8.995729e-03
3.500000e+02 4.000000e+02 -1.241688e-03 -1.030620e-02 -1.030620e-02
4.000000e+02 4.500000e+02 -1.311116e-03 -8.973486e-03 -8.973486e-03
4.500000e+02 5.000000e+02 -1.407943e-03 -1.041264e-02 -1.041264e-02
5.000000e+02 5.500000e+02 -1.474147e-03 -1.183527e-02 -1.183527e-02
5.500000e+02 6.000000e+02 -1.564950e-03 -1.244351e-02 -1.244351e-02
6.000000e+02 6.500000e+02 -1.669635e-03 -1.425165e-02 -1.425165e-02
6.500000e+02 7.000000e+02 -1.750739e-03 -1.495022e-02 -1.495022e-02
7.000000e+02 7.500000e+02 -1.826470e-03 -1.739525e-02 -1.739525e-02
7.500000e+02 8.000000e+02 -1.942984e-03 -1.952316e-02 -1.952316e-02
8.000000e+02 8.500000e+02 -2.038267e-03 -2.017697e-02 -2.017697e-02
8.500000e+02 9.000000e+02 -2.165118e-03 -2.180064e-02 -2.180064e-02
9.000000e+02 9.500000e+02 -2.215279e-03 -2.425514e-02 -2.425514e-02
9.500000e+02 1.000000e+03 -2.371655e-03 -2.696631e-02 -2.696631e-02
1.000000e+03 1.100000e+03 -2.529823e-03 -2.079499e-02 -2.079499e-02
1.100000e+03 1.200000e+03 -2.898150e-03 -2.423286e-02 -2.423286e-02
1.200000e+03 1.300000e+03 -3.149744e-03 -2.698521e-02 -2.698521e-02
1.300000e+03 1.400000e+03 -3.563584e-03 -3.080990e-02 -3.080990e-02
1.400000e+03 1.600000e+03 -3.938849e-03 -2.715622e-02 -2.715622e-02
1.600000e+03 1.800000e+03 -4.807975e-03 -3.646479e-02 -3.646479e-02
1.800000e+03 2.000000e+03 -5.237034e-03 -4.309743e-02 -4.309743e-02
2.000000e+03 2.200000e+03 -5.942504e-03 -5.925088e-02 -5.925088e-02
2.200000e+03 2.400000e+03 -5.329070e-03 -5.603286e-02 -5.603286e-02
2.400000e+03 2.600000e+03 -4.103999e-03 -7.253550e-02 -7.253550e-02
2.600000e+03 2.800000e+03 -2.059082e-04 -9.318766e-02 -9.318766e-02
2.800000e+03 3.000000e+03 3.863018e-03 1.110388e-01 1.110388e-01
3.000000e+03 6.500000e+03 3.870423e-02 1.258777e-01 1.258777e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_85
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -4.358830e-04 -5.511603e-03 -5.511603e-03
4.000000e+01 5.000000e+01 -4.693005e-04 -6.860132e-03 -6.860132e-03
5.000000e+01 6.000000e+01 -5.110405e-04 -7.064813e-03 -7.064813e-03
6.000000e+01 7.000000e+01 -5.434424e-04 -7.338439e-03 -7.338439e-03
7.000000e+01 8.000000e+01 -5.872017e-04 -9.380570e-03 -9.380570e-03
8.000000e+01 9.000000e+01 -6.023791e-04 -1.079011e-02 -1.079011e-02
9.000000e+01 1.000000e+02 -6.421554e-04 -1.054317e-02 -1.054317e-02
1.000000e+02 1.100000e+02 -6.925253e-04 -1.473277e-02 -1.473277e-02
1.100000e+02 1.200000e+02 -7.085140e-04 -1.828678e-02 -1.828678e-02
1.200000e+02 1.300000e+02 -7.284920e-04 -5.652473e-02 -5.652473e-02
1.300000e+02 1.400000e+02 -7.602890e-04 -7.289098e-02 -7.289098e-02
1.400000e+02 1.500000e+02 -8.169566e-04 -2.072788e-02 -2.072788e-02
1.500000e+02 2.000000e+02 -8.554637e-04 -5.543788e-03 -5.543788e-03
2.000000e+02 2.500000e+02 -9.782954e-04 -4.539929e-03 -4.539929e-03
2.500000e+02 3.000000e+02 -1.091629e-03 -5.791230e-03 -5.791230e-03
3.000000e+02 3.500000e+02 -1.187868e-03 -8.997773e-03 -8.997773e-03
3.500000e+02 4.000000e+02 -1.297498e-03 -1.031151e-02 -1.031151e-02
4.000000e+02 4.500000e+02 -1.385724e-03 -8.972963e-03 -8.972963e-03
4.500000e+02 5.000000e+02 -1.482260e-03 -1.041255e-02 -1.041255e-02
5.000000e+02 5.500000e+02 -1.620727e-03 -1.183484e-02 -1.183484e-02
5.500000e+02 6.000000e+02 -1.691426e-03 -1.244312e-02 -1.244312e-02
6.000000e+02 6.500000e+02 -1.836030e-03 -1.425189e-02 -1.425189e-02
6.500000e+02 7.000000e+02 -1.924752e-03 -1.494946e-02 -1.494946e-02
7.000000e+02 7.500000e+02 -2.033878e-03 -1.739441e-02 -1.739441e-02
7.500000e+02 8.000000e+02 -2.192343e-03 -1.952207e-02 -1.952207e-02
8.000000e+02 8.500000e+02 -2.274751e-03 -2.017555e-02 -2.017555e-02
8.500000e+02 9.000000e+02 -2.425882e-03 -2.179903e-02 -2.179903e-02
9.000000e+02 9.500000e+02 -2.552823e-03 -2.425269e-02 -2.425269e-02
9.500000e+02 1.000000e+03 -2.616166e-03 -2.696478e-02 -2.696478e-02
1.000000e+03 1.100000e+03 -2.862509e-03 -2.079280e-02 -2.079280e-02
